Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sale_HK,Customer_HK,Product_HK,Shipment_ID
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Storage,67.4,5,0.0,17.524,95338c863f5fcb34a2c95b9d8383eb447956be060aa849641f2b4df3800026a0,65c98b40840828a7166ef14935cc873c79677ffc06203a23ddf2fe0ae77d03b1,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,f8c5725878339769266046aa5c73e5cd1f9ac031c5108b2111af650ddcbf46d0
First Class,Consumer,United States,Draper,Utah,84020,West,Furniture,Furnishings,25.16,2,0.0,10.5672,7436888d90beff5ce77e647b760e4e43b4e3f5d276c74a9fd664c45d5536c883,391e83faff3b5ed1862441c7c9e75ae092375aad2d7a3c7b87ecbb7e057ce4ac,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,8d85114340abe33e221135459f6df12d8c3365bfae72448b042dc14025ad42c1
First Class,Consumer,United States,Draper,Utah,84020,West,Technology,Phones,126.56,4,0.2,47.46,7436888d90beff5ce77e647b760e4e43b4e3f5d276c74a9fd664c45d5536c883,391e83faff3b5ed1862441c7c9e75ae092375aad2d7a3c7b87ecbb7e057ce4ac,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,8d85114340abe33e221135459f6df12d8c3365bfae72448b042dc14025ad42c1
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Appliances,43.68,3,0.0,11.7936,a239adf2ec4e91196cf97ac0354d36f5847fdcd11c1710dea639e9b8449b5349,f7580ad55e9fb470cd977ef66953be16b242255d4f202d90a611025ace398515,9dd41cc5495c54f1715a54124bb37460bdd77b1aa49f2738274c5c4338d1e156,805d5727611431a28f5af491c2b5d1852eae36c9d5ccc90f7953cc4b61094cc6
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,139.93,7,0.0,34.9825,a239adf2ec4e91196cf97ac0354d36f5847fdcd11c1710dea639e9b8449b5349,f7580ad55e9fb470cd977ef66953be16b242255d4f202d90a611025ace398515,42a6faf2bc6ba2f5d9a61dd0dbc753d7840fb08c9e3cf0c2300ab104adaee4eb,805d5727611431a28f5af491c2b5d1852eae36c9d5ccc90f7953cc4b61094cc6
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Art,2.672,1,0.2,0.334,6a867a74b51b4ca16d4b41298bbf3ebe69a0a4003a839590ca91b83b8baff277,5e7012836c8d9bdfb25b3ae4f07cc1d3dfaaa9a9160d4ee4e3d864137575bd58,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,e9ccf563b22b43cdaf9c1789596988ee3f0b5ae897a48eb0e3e0fe1bf89761d1
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,16.656,6,0.2,-3.123,6a867a74b51b4ca16d4b41298bbf3ebe69a0a4003a839590ca91b83b8baff277,5e7012836c8d9bdfb25b3ae4f07cc1d3dfaaa9a9160d4ee4e3d864137575bd58,6906e47c2f89fe681e6692a6bc13b57a3a0d7c705796e9f37e53edb621150473,e9ccf563b22b43cdaf9c1789596988ee3f0b5ae897a48eb0e3e0fe1bf89761d1
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Accessories,79.512,3,0.2,20.8719,6a867a74b51b4ca16d4b41298bbf3ebe69a0a4003a839590ca91b83b8baff277,5e7012836c8d9bdfb25b3ae4f07cc1d3dfaaa9a9160d4ee4e3d864137575bd58,42a6faf2bc6ba2f5d9a61dd0dbc753d7840fb08c9e3cf0c2300ab104adaee4eb,e9ccf563b22b43cdaf9c1789596988ee3f0b5ae897a48eb0e3e0fe1bf89761d1
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,6a867a74b51b4ca16d4b41298bbf3ebe69a0a4003a839590ca91b83b8baff277,5e7012836c8d9bdfb25b3ae4f07cc1d3dfaaa9a9160d4ee4e3d864137575bd58,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,e9ccf563b22b43cdaf9c1789596988ee3f0b5ae897a48eb0e3e0fe1bf89761d1
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Bookcases,67.9932,1,0.32,-12.9987,6a867a74b51b4ca16d4b41298bbf3ebe69a0a4003a839590ca91b83b8baff277,5e7012836c8d9bdfb25b3ae4f07cc1d3dfaaa9a9160d4ee4e3d864137575bd58,6efa5e33128f0b4ff83694d072b80f0bdbddef88637710f4f7ef9ad8c222b56d,e9ccf563b22b43cdaf9c1789596988ee3f0b5ae897a48eb0e3e0fe1bf89761d1
Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Furnishings,10.16,2,0.0,3.4544,92f0c0d0e024dba6fde35a62766eede822247d27de4572e5ace92de30c2139d0,aaa178e0db317fbff67f5addb18cee0667c76c3626ec48d66afbc3911f45684d,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,4adb849e11566b04415ae5cda358301fb97279706d8c7974a75904e4429747f7
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Furniture,Furnishings,6.16,2,0.0,1.9712,02564d55d6d5759e39da4e33949be1a5722e1a1572e2a55e1f2c3d3d31b22c75,418ee60489842dfb69b0d91c68d8bd31540b17405f6eba3b5066a37ad84cabe4,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,670c95488189f775a6770ace8c5bcc7bdb2695d92c25d582f90fef5ca189c6c7
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,56.3,2,0.0,15.764,02564d55d6d5759e39da4e33949be1a5722e1a1572e2a55e1f2c3d3d31b22c75,418ee60489842dfb69b0d91c68d8bd31540b17405f6eba3b5066a37ad84cabe4,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,670c95488189f775a6770ace8c5bcc7bdb2695d92c25d582f90fef5ca189c6c7
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,6.48,1,0.0,3.1104,901c6944ad9539974ad64cdbc56d0c86674c9e80cc1e84edcc1ae8b56ef4aeab,540aa6b2da0bdfc972ed88ca4d9799ef27e0b8889ccb707cd7e8f3cd37c10ead,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,509908438a925330551e4819fced6de5220abfaf243878074d4fdfefabe8cd5d
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Storage,1325.85,5,0.0,238.653,901c6944ad9539974ad64cdbc56d0c86674c9e80cc1e84edcc1ae8b56ef4aeab,540aa6b2da0bdfc972ed88ca4d9799ef27e0b8889ccb707cd7e8f3cd37c10ead,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,509908438a925330551e4819fced6de5220abfaf243878074d4fdfefabe8cd5d
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Labels,14.94,3,0.0,6.8724,901c6944ad9539974ad64cdbc56d0c86674c9e80cc1e84edcc1ae8b56ef4aeab,540aa6b2da0bdfc972ed88ca4d9799ef27e0b8889ccb707cd7e8f3cd37c10ead,e7b0c0dae328cd419c24f795525f08290cb6afe5be9aa90178ae0ac8bf31a8d3,509908438a925330551e4819fced6de5220abfaf243878074d4fdfefabe8cd5d
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,34.54,1,0.0,17.27,27301bd8942989120049bb25e7908a0f1861df12d29efdc7226bddf9f9292237,b2990a8f8343e0e0b3e80303ae65a0814ac1bea5bfcfdfc1150da50aa715a4b6,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,6639dd3d8cd7adb4bd00f0d8f99f3cada9d01150fd735f20860f63565da8ebef
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Technology,Copiers,2999.95,5,0.0,1439.976,27301bd8942989120049bb25e7908a0f1861df12d29efdc7226bddf9f9292237,b2990a8f8343e0e0b3e80303ae65a0814ac1bea5bfcfdfc1150da50aa715a4b6,21ae93fc57ebfa81e1b3e78cd3908a4765933d750469a0e55af77512c926894f,6639dd3d8cd7adb4bd00f0d8f99f3cada9d01150fd735f20860f63565da8ebef
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,64.12,4,0.0,30.7776,27301bd8942989120049bb25e7908a0f1861df12d29efdc7226bddf9f9292237,b2990a8f8343e0e0b3e80303ae65a0814ac1bea5bfcfdfc1150da50aa715a4b6,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,6639dd3d8cd7adb4bd00f0d8f99f3cada9d01150fd735f20860f63565da8ebef
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,19.456,4,0.2,2.1888,c14ce500f8b1a1148811f1c86dc130902a1f860d478ae2d258a1c5d91fc6725e,6dafae9ad31d6b4292fce491e960934485b8782b0114dfa4f45bda395e870afa,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,32c55ce5225480ced461f3c55e5abd9b7e9db82ff0b418c96f95e605a49c6ea9
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Machines,209.986,2,0.3,8.9994,c14ce500f8b1a1148811f1c86dc130902a1f860d478ae2d258a1c5d91fc6725e,6dafae9ad31d6b4292fce491e960934485b8782b0114dfa4f45bda395e870afa,919d9b6bcc0ec290fc69a807c8d6cb0492f58e0bef0907f538673cffa46a5004,32c55ce5225480ced461f3c55e5abd9b7e9db82ff0b418c96f95e605a49c6ea9
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,29.76,5,0.2,1.86,c14ce500f8b1a1148811f1c86dc130902a1f860d478ae2d258a1c5d91fc6725e,6dafae9ad31d6b4292fce491e960934485b8782b0114dfa4f45bda395e870afa,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,32c55ce5225480ced461f3c55e5abd9b7e9db82ff0b418c96f95e605a49c6ea9
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,89.768,1,0.3,-2.5648,c14ce500f8b1a1148811f1c86dc130902a1f860d478ae2d258a1c5d91fc6725e,6dafae9ad31d6b4292fce491e960934485b8782b0114dfa4f45bda395e870afa,1c1e670dff06ad1fb03679f3d2f33caa60dcc23e56df1721f2c24a340bc4d775,32c55ce5225480ced461f3c55e5abd9b7e9db82ff0b418c96f95e605a49c6ea9
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Copiers,959.984,2,0.2,335.9944,c14ce500f8b1a1148811f1c86dc130902a1f860d478ae2d258a1c5d91fc6725e,6dafae9ad31d6b4292fce491e960934485b8782b0114dfa4f45bda395e870afa,21ae93fc57ebfa81e1b3e78cd3908a4765933d750469a0e55af77512c926894f,32c55ce5225480ced461f3c55e5abd9b7e9db82ff0b418c96f95e605a49c6ea9
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,c14ce500f8b1a1148811f1c86dc130902a1f860d478ae2d258a1c5d91fc6725e,6dafae9ad31d6b4292fce491e960934485b8782b0114dfa4f45bda395e870afa,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,32c55ce5225480ced461f3c55e5abd9b7e9db82ff0b418c96f95e605a49c6ea9
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Phones,34.36,1,0.2,-7.3015,c14ce500f8b1a1148811f1c86dc130902a1f860d478ae2d258a1c5d91fc6725e,6dafae9ad31d6b4292fce491e960934485b8782b0114dfa4f45bda395e870afa,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,32c55ce5225480ced461f3c55e5abd9b7e9db82ff0b418c96f95e605a49c6ea9
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,98.376,3,0.2,35.6613,5fe49744595cb2cbf61c1948debc1634a2a48a2555709be858bbd6d1a3956dd7,91efdf31ff9d7c19153eb4f440ce5f9a2506bea356b9c84c587a84d4deabbcf5,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,71fc53a9ab5546951a0eb30e79ff36d7bcc26ada71db60106677f3a5f3aab8c6
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,29.94,4,0.7,-23.952,5fe49744595cb2cbf61c1948debc1634a2a48a2555709be858bbd6d1a3956dd7,91efdf31ff9d7c19153eb4f440ce5f9a2506bea356b9c84c587a84d4deabbcf5,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,71fc53a9ab5546951a0eb30e79ff36d7bcc26ada71db60106677f3a5f3aab8c6
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,17.472,3,0.2,5.6784,5fe49744595cb2cbf61c1948debc1634a2a48a2555709be858bbd6d1a3956dd7,91efdf31ff9d7c19153eb4f440ce5f9a2506bea356b9c84c587a84d4deabbcf5,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,71fc53a9ab5546951a0eb30e79ff36d7bcc26ada71db60106677f3a5f3aab8c6
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,36.738,1,0.4,-9.1845,5fe49744595cb2cbf61c1948debc1634a2a48a2555709be858bbd6d1a3956dd7,91efdf31ff9d7c19153eb4f440ce5f9a2506bea356b9c84c587a84d4deabbcf5,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,71fc53a9ab5546951a0eb30e79ff36d7bcc26ada71db60106677f3a5f3aab8c6
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,179.94,2,0.4,-44.985,5fe49744595cb2cbf61c1948debc1634a2a48a2555709be858bbd6d1a3956dd7,91efdf31ff9d7c19153eb4f440ce5f9a2506bea356b9c84c587a84d4deabbcf5,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,71fc53a9ab5546951a0eb30e79ff36d7bcc26ada71db60106677f3a5f3aab8c6
Standard Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,383.64,6,0.0,122.7648,125a70a770cd772f135016066154d1ba59ecce717789de9cf488118a34361493,cf904a305ecc74ed0b539a769ba3cf12d98178fe49142393bc55426d3298e645,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,b21eb002c0b445ffb74295f6a6920131793d2d9aa760a2952def60a8841cd888
Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,56.52,3,0.0,15.8256,125a70a770cd772f135016066154d1ba59ecce717789de9cf488118a34361493,cf904a305ecc74ed0b539a769ba3cf12d98178fe49142393bc55426d3298e645,9dd41cc5495c54f1715a54124bb37460bdd77b1aa49f2738274c5c4338d1e156,b21eb002c0b445ffb74295f6a6920131793d2d9aa760a2952def60a8841cd888
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,6.56,2,0.0,1.9024,4f4e1c0538f95f8bd35d79ba61e61b7bd628c6754bdde57637c95ffbfc211fdd,d2610d1fae5629cbc74a50c56b09b327fda34d234a43b2abb4725aa24f5f7124,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,1cd3cd47e8e396675a4a09772c0e90b7021f6fc1164f3cddcd7ca6b683b8cf5f
Second Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,243.92,5,0.2,-15.245,4f4e1c0538f95f8bd35d79ba61e61b7bd628c6754bdde57637c95ffbfc211fdd,d2610d1fae5629cbc74a50c56b09b327fda34d234a43b2abb4725aa24f5f7124,1c1e670dff06ad1fb03679f3d2f33caa60dcc23e56df1721f2c24a340bc4d775,1cd3cd47e8e396675a4a09772c0e90b7021f6fc1164f3cddcd7ca6b683b8cf5f
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,47.52,9,0.0,22.8096,4f4e1c0538f95f8bd35d79ba61e61b7bd628c6754bdde57637c95ffbfc211fdd,d2610d1fae5629cbc74a50c56b09b327fda34d234a43b2abb4725aa24f5f7124,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,1cd3cd47e8e396675a4a09772c0e90b7021f6fc1164f3cddcd7ca6b683b8cf5f
Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,19.98,1,0.0,8.5914,905304c8ce77f46447288346f86d455792baa2e98d1a7e8e160a1284de930f35,3fce820c729ece969af03b869becbe8e5b7c7239c9f6db3921fceabe00d15d95,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,267b3815f5af6bc4666ddacb7e40f8e535ee9aa58d540edad52c41e002defc14
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Art,8.0,5,0.0,3.44,aa49202686f28b13e2344d370a2e295695d73cf5f53e013a430c880eb6505b9b,ce773599b7180b9b41c12dc6a642dc9530cb6c54753c663791d3d2608a6d9032,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,e407f9fe4e0a81c3734f363ccaf3d6ccc322875a997f1d02d2ef5fdb51341008
Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,6.16,2,0.0,1.9712,d973a9b841c04e9c4d7bb013a62b094ad88e0ff00fb79d90f0c4dc247a494549,e5ce3e1d72f1219ed05bb14148efd4a435faedca679a581ad58cfc7b537de005,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,1579313a9377c7191e08b62e4d375913d85412b49477e3fb80438b10eeed5188
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,83.56,4,0.0,1.6712,1b8db1d747df2df90a1fc810ce41fb6aad75ce01df431a198bc3fb5f70dd2e38,430dea96a9836a71736c87e61cef0dd0bf03fc75bfa1b6927510ebff2d8ccba5,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,c68a375dc750a170b3942241ad0f44827dc9f0e5b34a27d561888ec65758b4a6
Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,546.06,3,0.0,163.818,1b8db1d747df2df90a1fc810ce41fb6aad75ce01df431a198bc3fb5f70dd2e38,430dea96a9836a71736c87e61cef0dd0bf03fc75bfa1b6927510ebff2d8ccba5,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,c68a375dc750a170b3942241ad0f44827dc9f0e5b34a27d561888ec65758b4a6
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,269.49,3,0.0,5.3898,1b8db1d747df2df90a1fc810ce41fb6aad75ce01df431a198bc3fb5f70dd2e38,430dea96a9836a71736c87e61cef0dd0bf03fc75bfa1b6927510ebff2d8ccba5,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,c68a375dc750a170b3942241ad0f44827dc9f0e5b34a27d561888ec65758b4a6
First Class,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Fasteners,10.9,5,0.0,3.597,c6d51847beaeac479cf03c5ff04dc97fe65a8d15c2b4ac2e578cee114b5761ba,228543124193ca6b7ce24248e1ea6026c4a622248fd5f72c4d38471a1b7472f0,a5bcc9330ceb889c53ad0b690a99ecdd56e5508a206f09bc6d09910c229cf3c7,ade92896fca47c183e56ac1f21febd5f90ac03a345b2a54726810b4a8d7a9e19
Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Binders,6.096,2,0.2,2.2098,79ca5fe12a765f83df97808329f0869e3499b001f60eb26fe9ab538017bf5017,ad30ac9f183a7a34b9e24a5cac3fcacf389644d9f1a540c28c8806509e121666,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,2ae67a3e56fb6085d1b6f73bbb8dfe7d370fc5cc0587a4901b3864e056279e4e
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,34.05,3,0.0,9.534,1c753b91a53f176a7b49b373d5f98178776d21b9b251bf4b5158177f6f2caa5a,fadc57d186a5b990945b5042d4ca28b1339ba729326d5c3dcd69894bdd94786a,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,a623313366134427f9da90809f736af549cc78cd56062cedfdea150ff1156967
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,352.38,2,0.0,81.0474,1c753b91a53f176a7b49b373d5f98178776d21b9b251bf4b5158177f6f2caa5a,fadc57d186a5b990945b5042d4ca28b1339ba729326d5c3dcd69894bdd94786a,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,a623313366134427f9da90809f736af549cc78cd56062cedfdea150ff1156967
Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,Chairs,245.98,2,0.0,27.0578,1b6cb4a205bb7e0696cf02aad94ab5104cb02b7b22ad0174358cbae8bc91f553,3c29c4adda19571ea171c46715cbeee211963013d49d5c8faa661c960f1b21db,1c1e670dff06ad1fb03679f3d2f33caa60dcc23e56df1721f2c24a340bc4d775,1af2167bb41a473a26d4d8d8132ef0ee975b1f8b093587e26ed53218c0d0f523
Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,18.94,1,0.0,9.47,1b6cb4a205bb7e0696cf02aad94ab5104cb02b7b22ad0174358cbae8bc91f553,3c29c4adda19571ea171c46715cbeee211963013d49d5c8faa661c960f1b21db,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,1af2167bb41a473a26d4d8d8132ef0ee975b1f8b093587e26ed53218c0d0f523
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,59.913,7,0.7,-45.9333,f184cd4d1e9d114cb9be1310843178edc934ea84d83f66d2f330ea3e89ba96a1,705939ad2cdd506b4f4ee725d5653c55df78da2ec05447d3d70111ce9947fdf7,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,d24c1d7d7954dee1f62285c7227a2b42a16f5783edd5b2ce27ee156231b23b2c
Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,391.98,2,0.0,109.7544,a55d12a87c417c745d7551707cd3059efc269831e86f548b403ab33508ca897b,2e6bb365f1d4fa75fe4a8b91be42e4997426cdd84aada791827b5b22b933726e,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,ebb4a4c5e935695ed786bf99970f0263394dd88a543decc22c91c6b4ae8886d5
Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,437.85,3,0.0,131.355,a55d12a87c417c745d7551707cd3059efc269831e86f548b403ab33508ca897b,2e6bb365f1d4fa75fe4a8b91be42e4997426cdd84aada791827b5b22b933726e,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,ebb4a4c5e935695ed786bf99970f0263394dd88a543decc22c91c6b4ae8886d5
Standard Class,Consumer,United States,Concord,New Hampshire,3301,East,Office Supplies,Binders,68.62,2,0.0,32.2514,95338c863f5fcb34a2c95b9d8383eb447956be060aa849641f2b4df3800026a0,e0ca4e07e2ff249eb2787646c4844b842208a2faaf2dad35f33906d13925692c,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,2480bb9161b0c557196afcd605278fdca702874651e91b477dcda668e53cba5d
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Supplies,25.02,3,0.0,6.5052,b9d30c0010868fa7a6629b087e8469837e80a66c5587c3fb5331cc9039becf19,5a9413afe338db25a14d38ee83e8f1fdb4a629147ba12e22b9ed6f92153ea276,6906e47c2f89fe681e6692a6bc13b57a3a0d7c705796e9f37e53edb621150473,fafe0bf524ee998198b1707d328febd314cdcf988dd1b4ea4d922a4513bdc5a3
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,10.71,3,0.0,2.7846,b9d30c0010868fa7a6629b087e8469837e80a66c5587c3fb5331cc9039becf19,5a9413afe338db25a14d38ee83e8f1fdb4a629147ba12e22b9ed6f92153ea276,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,fafe0bf524ee998198b1707d328febd314cdcf988dd1b4ea4d922a4513bdc5a3
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,55.984,2,0.2,4.1988,5fe49744595cb2cbf61c1948debc1634a2a48a2555709be858bbd6d1a3956dd7,2f7286223dcc4b11e0ed724abec0971dbd9087ce98c6db479a682d68bb10e6e4,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,2a1881a522ba3ce5fe65fdc091eb1ea6d19a05adc9180a2dd797b3683578206b
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,14.48,5,0.2,4.887,5fe49744595cb2cbf61c1948debc1634a2a48a2555709be858bbd6d1a3956dd7,2f7286223dcc4b11e0ed724abec0971dbd9087ce98c6db479a682d68bb10e6e4,0ef9a41f595ba40f20b3a3f3bc67c9b4f7eb39bd8cbddb6b1a7ed9bdbc2af74d,2a1881a522ba3ce5fe65fdc091eb1ea6d19a05adc9180a2dd797b3683578206b
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,142.488,3,0.2,-3.5622,5fe49744595cb2cbf61c1948debc1634a2a48a2555709be858bbd6d1a3956dd7,2f7286223dcc4b11e0ed724abec0971dbd9087ce98c6db479a682d68bb10e6e4,42a6faf2bc6ba2f5d9a61dd0dbc753d7840fb08c9e3cf0c2300ab104adaee4eb,2a1881a522ba3ce5fe65fdc091eb1ea6d19a05adc9180a2dd797b3683578206b
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,14.16,1,0.2,1.062,fd75b4ca9d208bde713f32abac0fcd3ecdb38ede8f8aed6410dd6e678a630319,0039642d9d3b3871ab49dd6b5fe76f5d8586eb0aef4bb5df7a37520960c686ed,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,4fbf66e9988d20227fa4bab8e55deb240f703050e7142bb35c03324c07e49d18
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,79.92,5,0.2,27.972,fd75b4ca9d208bde713f32abac0fcd3ecdb38ede8f8aed6410dd6e678a630319,0039642d9d3b3871ab49dd6b5fe76f5d8586eb0aef4bb5df7a37520960c686ed,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,4fbf66e9988d20227fa4bab8e55deb240f703050e7142bb35c03324c07e49d18
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,590.352,6,0.2,206.6232,1b8db1d747df2df90a1fc810ce41fb6aad75ce01df431a198bc3fb5f70dd2e38,363a49de2c5fb2013fe5d71e68dad888baa2855120929ab126ad3bb6bdcfc0eb,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,83329e8c97fdc5448bb0a0125c35f97b7bcd7488f15985d16bb3ff52eef40bef
